Question	Answer	Source	Metadata
How much does Aipom weigh?	The average Aipom is about 11.5 kilograms.	https://pokeapi.co/api/v2/pokemon/191	{}
What color is a Aipom?	Usually, Aipom is purple.	https://pokeapi.co/api/v2/pokemon/191	{}
Tell me about Aipom.	As it did more and more with its tail, its hands
became clumsy. It makes its nest high in
the treetops.	https://pokeapi.co/api/v2/pokemon/191	{}
What type of Pokémon is Sunkern?	Sunkern is a grass Pokémon.	https://pokeapi.co/api/v2/pokemon/192	{}
How tall is Sunkern?	Sunkern is 0.3 meters tall.	https://pokeapi.co/api/v2/pokemon/192	{}
Where can I find a Sunkern?	Sunkern is commonly found in the grassland.	https://pokeapi.co/api/v2/pokemon/192	{}
How much does Sunkern weigh?	The average Sunkern is about 1.8 kilograms.	https://pokeapi.co/api/v2/pokemon/192	{}
What color is a Sunkern?	Usually, Sunkern is yellow.	https://pokeapi.co/api/v2/pokemon/192	{}
Tell me about Sunkern.	Sunkern tries to move as little as it possibly can. It does so
because it tries to conserve all the nutrients it has stored in its
body for its evolution. It will not eat a thing, subsisting only on
morning dew.	https://pokeapi.co/api/v2/pokemon/192	{}
What type of Pokémon is Sunflora?	Sunflora is a grass Pokémon.	https://pokeapi.co/api/v2/pokemon/193	{}
How tall is Sunflora?	Sunflora is 0.8 meters tall.	https://pokeapi.co/api/v2/pokemon/193	{}
Where can I find a Sunflora?	Sunflora is commonly found in the grassland.	https://pokeapi.co/api/v2/pokemon/193	{}
How much does Sunflora weigh?	The average Sunflora is about 8.5 kilograms.	https://pokeapi.co/api/v2/pokemon/193	{}
What color is a Sunflora?	Usually, Sunflora is yellow.	https://pokeapi.co/api/v2/pokemon/193	{}
Tell me about Sunflora.	Sunflora converts solar energy into nutrition. It moves around
actively in the daytime when it is warm. It stops moving as
soon as the sun goes down for the night.	https://pokeapi.co/api/v2/pokemon/193	{}
What type of Pokémon is Yanma?	Yanma is a flying/bug Pokémon.	https://pokeapi.co/api/v2/pokemon/194	{}
How tall is Yanma?	Yanma is 1.2 meters tall.	https://pokeapi.co/api/v2/pokemon/194	{}
Where can I find a Yanma?	Yanma is commonly found in the forest.	https://pokeapi.co/api/v2/pokemon/194	{}
How much does Yanma weigh?	The average Yanma is about 38 kilograms.	https://pokeapi.co/api/v2/pokemon/194	{}
What color is a Yanma?	Usually, Yanma is red.	https://pokeapi.co/api/v2/pokemon/194	{}
Tell me about Yanma.	Yanma is capable of seeing 360 degrees without having to
move its eyes. It is a great flier that is adept at making sudden
stops and turning midair. This Pokémon uses its flying ability
to quickly chase down targeted prey.	https://pokeapi.co/api/v2/pokemon/194	{}
What type of Pokémon is Wooper?	Wooper is a ground/water Pokémon.	https://pokeapi.co/api/v2/pokemon/195	{}
How tall is Wooper?	Wooper is 0.4 meters tall.	https://pokeapi.co/api/v2/pokemon/195	{}
Where can I find a Wooper?	Wooper is commonly found in the waters-edge.	https://pokeapi.co/api/v2/pokemon/195	{}
How much does Wooper weigh?	The average Wooper is about 8.5 kilograms.	https://pokeapi.co/api/v2/pokemon/195	{}
What color is a Wooper?	Usually, Wooper is blue.	https://pokeapi.co/api/v2/pokemon/195	{}
Tell me about Wooper.	Wooper usually lives in water. However, it occasionally comes
out onto land in search of food. On land, it coats its body with
a gooey, toxic film.	https://pokeapi.co/api/v2/pokemon/195	{}
What type of Pokémon is Quagsire?	Quagsire is a ground/water Pokémon.	https://pokeapi.co/api/v2/pokemon/196	{}
How tall is Quagsire?	Quagsire is 1.4 meters tall.	https://pokeapi.co/api/v2/pokemon/196	{}
Where can I find a Quagsire?	Quagsire is commonly found in the waters-edge.	https://pokeapi.co/api/v2/pokemon/196	{}
How much does Quagsire weigh?	The average Quagsire is about 75 kilograms.	https://pokeapi.co/api/v2/pokemon/196	{}
What color is a Quagsire?	Usually, Quagsire is blue.	https://pokeapi.co/api/v2/pokemon/196	{}
Tell me about Quagsire.	Quagsire hunts for food by leaving its mouth wide open in
water and waiting for its prey to blunder in unaware. Because
the Pokémon does not move, it does not get very hungry.	https://pokeapi.co/api/v2/pokemon/196	{}
What type of Pokémon is Espeon?	Espeon is a psychic Pokémon.	https://pokeapi.co/api/v2/pokemon/197	{}
How tall is Espeon?	Espeon is 0.9 meters tall.	https://pokeapi.co/api/v2/pokemon/197	{}
Where can I find a Espeon?	Espeon is commonly found in the urban.	https://pokeapi.co/api/v2/pokemon/197	{}
How much does Espeon weigh?	The average Espeon is about 26.5 kilograms.	https://pokeapi.co/api/v2/pokemon/197	{}
What color is a Espeon?	Usually, Espeon is purple.	https://pokeapi.co/api/v2/pokemon/197	{}
Tell me about Espeon.	Although it originally had no powers at all,
people say its precognitive faculties were
awakened by its need to protect itself.	https://pokeapi.co/api/v2/pokemon/197	{}
What type of Pokémon is Umbreon?	Umbreon is a dark Pokémon.	https://pokeapi.co/api/v2/pokemon/198	{}
How tall is Umbreon?	Umbreon is 1 meters tall.	https://pokeapi.co/api/v2/pokemon/198	{}
Where can I find a Umbreon?	Umbreon is commonly found in the urban.	https://pokeapi.co/api/v2/pokemon/198	{}
How much does Umbreon weigh?	The average Umbreon is about 27 kilograms.	https://pokeapi.co/api/v2/pokemon/198	{}
What color is a Umbreon?	Usually, Umbreon is black.	https://pokeapi.co/api/v2/pokemon/198	{}
Tell me about Umbreon.	This Pokémon is nocturnal. Even in total
darkness, its large eyes can spot its
prey clearly!	https://pokeapi.co/api/v2/pokemon/198	{}
What type of Pokémon is Murkrow?	Murkrow is a flying/dark Pokémon.	https://pokeapi.co/api/v2/pokemon/199	{}
How tall is Murkrow?	Murkrow is 0.5 meters tall.	https://pokeapi.co/api/v2/pokemon/199	{}
Where can I find a Murkrow?	Murkrow is commonly found in the forest.	https://pokeapi.co/api/v2/pokemon/199	{}
How much does Murkrow weigh?	The average Murkrow is about 2.1 kilograms.	https://pokeapi.co/api/v2/pokemon/199	{}
What color is a Murkrow?	Usually, Murkrow is black.	https://pokeapi.co/api/v2/pokemon/199	{}
Tell me about Murkrow.	It has a weakness for shiny things. It’s been
known to sneak into the nests of Gabite—noted
collectors of jewels—in search of treasure.	https://pokeapi.co/api/v2/pokemon/199	{}
What type of Pokémon is Slowking?	Slowking is a psychic/water Pokémon.	https://pokeapi.co/api/v2/pokemon/200	{}
How tall is Slowking?	Slowking is 2 meters tall.	https://pokeapi.co/api/v2/pokemon/200	{}
Where can I find a Slowking?	Slowking is commonly found in the waters-edge.	https://pokeapi.co/api/v2/pokemon/200	{}
How much does Slowking weigh?	The average Slowking is about 79.5 kilograms.	https://pokeapi.co/api/v2/pokemon/200	{}
What color is a Slowking?	Usually, Slowking is pink.	https://pokeapi.co/api/v2/pokemon/200	{}
Tell me about Slowking.	It’s constantly coming up with new ideas that
would change the world, but as soon as it
hits upon a new idea, it forgets it.	https://pokeapi.co/api/v2/pokemon/200	{}
What type of Pokémon is Misdreavus?	Misdreavus is a ghost Pokémon.	https://pokeapi.co/api/v2/pokemon/201	{}
How tall is Misdreavus?	Misdreavus is 0.7 meters tall.	https://pokeapi.co/api/v2/pokemon/201	{}
Where can I find a Misdreavus?	Misdreavus is commonly found in the cave.	https://pokeapi.co/api/v2/pokemon/201	{}
How much does Misdreavus weigh?	The average Misdreavus is about 1 kilograms.	https://pokeapi.co/api/v2/pokemon/201	{}
What color is a Misdreavus?	Usually, Misdreavus is gray.	https://pokeapi.co/api/v2/pokemon/201	{}
Tell me about Misdreavus.	What gives meaning to its life is surprising
others. If you set your ear against the red orbs
around its neck, you can hear shrieking.	https://pokeapi.co/api/v2/pokemon/201	{}
What type of Pokémon is Unown?	Unown is a psychic Pokémon.	https://pokeapi.co/api/v2/pokemon/202	{}
How tall is Unown?	Unown is 0.5 meters tall.	https://pokeapi.co/api/v2/pokemon/202	{}
Where can I find a Unown?	Unown is commonly found in the rare.	https://pokeapi.co/api/v2/pokemon/202	{}
How much does Unown weigh?	The average Unown is about 5 kilograms.	https://pokeapi.co/api/v2/pokemon/202	{}
What color is a Unown?	Usually, Unown is black.	https://pokeapi.co/api/v2/pokemon/202	{}
Tell me about Unown.	This Pokémon is shaped like ancient writing. It is a mystery as
to which came first, the ancient writings or the various Unown.
Research into this topic is ongoing but nothing is known.	https://pokeapi.co/api/v2/pokemon/202	{}
What type of Pokémon is Wobbuffet?	Wobbuffet is a psychic Pokémon.	https://pokeapi.co/api/v2/pokemon/203	{}
How tall is Wobbuffet?	Wobbuffet is 1.3 meters tall.	https://pokeapi.co/api/v2/pokemon/203	{}
Where can I find a Wobbuffet?	Wobbuffet is commonly found in the cave.	https://pokeapi.co/api/v2/pokemon/203	{}
How much does Wobbuffet weigh?	The average Wobbuffet is about 28.5 kilograms.	https://pokeapi.co/api/v2/pokemon/203	{}
What color is a Wobbuffet?	Usually, Wobbuffet is blue.	https://pokeapi.co/api/v2/pokemon/203	{}
Tell me about Wobbuffet.	Wobbuffet does nothing but endure attacks—it won’t attack on
its own. However, it won’t endure an attack on its tail. When
that happens, the Pokémon will try to take the foe with it using
Destiny Bond.	https://pokeapi.co/api/v2/pokemon/203	{}
What type of Pokémon is Girafarig?	Girafarig is a psychic/normal Pokémon.	https://pokeapi.co/api/v2/pokemon/204	{}
How tall is Girafarig?	Girafarig is 1.5 meters tall.	https://pokeapi.co/api/v2/pokemon/204	{}
Where can I find a Girafarig?	Girafarig is commonly found in the grassland.	https://pokeapi.co/api/v2/pokemon/204	{}
How much does Girafarig weigh?	The average Girafarig is about 41.5 kilograms.	https://pokeapi.co/api/v2/pokemon/204	{}
What color is a Girafarig?	Usually, Girafarig is yellow.	https://pokeapi.co/api/v2/pokemon/204	{}
Tell me about Girafarig.	Girafarig’s rear head contains a tiny brain that is too small for
thinking. However, the rear head doesn’t need to sleep, so it
can keep watch over its surroundings 24 hours a day.	https://pokeapi.co/api/v2/pokemon/204	{}
What type of Pokémon is Pineco?	Pineco is a bug Pokémon.	https://pokeapi.co/api/v2/pokemon/205	{}
How tall is Pineco?	Pineco is 0.6 meters tall.	https://pokeapi.co/api/v2/pokemon/205	{}
Where can I find a Pineco?	Pineco is commonly found in the forest.	https://pokeapi.co/api/v2/pokemon/205	{}
How much does Pineco weigh?	The average Pineco is about 7.2 kilograms.	https://pokeapi.co/api/v2/pokemon/205	{}
What color is a Pineco?	Usually, Pineco is gray.	https://pokeapi.co/api/v2/pokemon/205	{}
Tell me about Pineco.	Motionless, it hangs from trees, waiting for
its bug Pokémon prey to come to it. Its favorite
in Alola is Cutiefly.	https://pokeapi.co/api/v2/pokemon/205	{}
What type of Pokémon is Forretress?	Forretress is a steel/bug Pokémon.	https://pokeapi.co/api/v2/pokemon/206	{}
How tall is Forretress?	Forretress is 1.2 meters tall.	https://pokeapi.co/api/v2/pokemon/206	{}
Where can I find a Forretress?	Forretress is commonly found in the forest.	https://pokeapi.co/api/v2/pokemon/206	{}
How much does Forretress weigh?	The average Forretress is about 125.8 kilograms.	https://pokeapi.co/api/v2/pokemon/206	{}
What color is a Forretress?	Usually, Forretress is purple.	https://pokeapi.co/api/v2/pokemon/206	{}
Tell me about Forretress.	When something approaches it, it fires off
fragments of its steel shell in attack. This is not
a conscious action but a conditioned reflex.	https://pokeapi.co/api/v2/pokemon/206	{}
What type of Pokémon is Dunsparce?	Dunsparce is a normal Pokémon.	https://pokeapi.co/api/v2/pokemon/207	{}
How tall is Dunsparce?	Dunsparce is 1.5 meters tall.	https://pokeapi.co/api/v2/pokemon/207	{}
Where can I find a Dunsparce?	Dunsparce is commonly found in the cave.	https://pokeapi.co/api/v2/pokemon/207	{}
How much does Dunsparce weigh?	The average Dunsparce is about 14 kilograms.	https://pokeapi.co/api/v2/pokemon/207	{}
What color is a Dunsparce?	Usually, Dunsparce is yellow.	https://pokeapi.co/api/v2/pokemon/207	{}
Tell me about Dunsparce.	It travels by digging through the ground.
Diglett and Dunsparce share one another’s
tunnels happily.	https://pokeapi.co/api/v2/pokemon/207	{}
What type of Pokémon is Gligar?	Gligar is a flying/ground Pokémon.	https://pokeapi.co/api/v2/pokemon/208	{}
How tall is Gligar?	Gligar is 1.1 meters tall.	https://pokeapi.co/api/v2/pokemon/208	{}
Where can I find a Gligar?	Gligar is commonly found in the mountain.	https://pokeapi.co/api/v2/pokemon/208	{}
How much does Gligar weigh?	The average Gligar is about 64.8 kilograms.	https://pokeapi.co/api/v2/pokemon/208	{}
What color is a Gligar?	Usually, Gligar is purple.	https://pokeapi.co/api/v2/pokemon/208	{}
Tell me about Gligar.	Gligar glides through the air without a sound as if it were
sliding. This Pokémon hangs on to the face of its foe using
its clawed hind legs and the large pincers on its forelegs, then
injects the prey with its poison barb.	https://pokeapi.co/api/v2/pokemon/208	{}
What type of Pokémon is Steelix?	Steelix is a ground/steel Pokémon.	https://pokeapi.co/api/v2/pokemon/209	{}
How tall is Steelix?	Steelix is 9.2 meters tall.	https://pokeapi.co/api/v2/pokemon/209	{}
Where can I find a Steelix?	Steelix is commonly found in the cave.	https://pokeapi.co/api/v2/pokemon/209	{}
How much does Steelix weigh?	The average Steelix is about 400 kilograms.	https://pokeapi.co/api/v2/pokemon/209	{}
What color is a Steelix?	Usually, Steelix is gray.	https://pokeapi.co/api/v2/pokemon/209	{}
Tell me about Steelix.	Steelix lives even further underground than Onix.
This Pokémon is known to dig toward the earth’s core.
There are records of this Pokémon reaching a depth of
over six-tenths of a mile underground.	https://pokeapi.co/api/v2/pokemon/209	{}
What type of Pokémon is Snubbull?	Snubbull is a fairy Pokémon.	https://pokeapi.co/api/v2/pokemon/210	{}
How tall is Snubbull?	Snubbull is 0.6 meters tall.	https://pokeapi.co/api/v2/pokemon/210	{}
Where can I find a Snubbull?	Snubbull is commonly found in the urban.	https://pokeapi.co/api/v2/pokemon/210	{}
How much does Snubbull weigh?	The average Snubbull is about 7.8 kilograms.	https://pokeapi.co/api/v2/pokemon/210	{}
What color is a Snubbull?	Usually, Snubbull is pink.	https://pokeapi.co/api/v2/pokemon/210	{}
Tell me about Snubbull.	It grows close to others easily and is also easily
spoiled. The disparity between its face and its
actions makes many young people wild about it.	https://pokeapi.co/api/v2/pokemon/210	{}
What type of Pokémon is Granbull?	Granbull is a fairy Pokémon.	https://pokeapi.co/api/v2/pokemon/211	{}
How tall is Granbull?	Granbull is 1.4 meters tall.	https://pokeapi.co/api/v2/pokemon/211	{}
Where can I find a Granbull?	Granbull is commonly found in the urban.	https://pokeapi.co/api/v2/pokemon/211	{}
How much does Granbull weigh?	The average Granbull is about 48.7 kilograms.	https://pokeapi.co/api/v2/pokemon/211	{}
What color is a Granbull?	Usually, Granbull is purple.	https://pokeapi.co/api/v2/pokemon/211	{}
Tell me about Granbull.	While it has powerful jaws, it doesn’t care for
disputes, so it rarely has a chance to display
their might.	https://pokeapi.co/api/v2/pokemon/211	{}
What type of Pokémon is Qwilfish?	Qwilfish is a poison/water Pokémon.	https://pokeapi.co/api/v2/pokemon/212	{}
How tall is Qwilfish?	Qwilfish is 0.5 meters tall.	https://pokeapi.co/api/v2/pokemon/212	{}
Where can I find a Qwilfish?	Qwilfish is commonly found in the sea.	https://pokeapi.co/api/v2/pokemon/212	{}
How much does Qwilfish weigh?	The average Qwilfish is about 3.9 kilograms.	https://pokeapi.co/api/v2/pokemon/212	{}
What color is a Qwilfish?	Usually, Qwilfish is gray.	https://pokeapi.co/api/v2/pokemon/212	{}
Tell me about Qwilfish.	Qwilfish sucks in water, inflating itself. This Pokémon
uses the pressure of the water it swallowed to shoot toxic
quills all at once from all over its body. It finds swimming
somewhat challenging.	https://pokeapi.co/api/v2/pokemon/212	{}
What type of Pokémon is Scizor?	Scizor is a steel/bug Pokémon.	https://pokeapi.co/api/v2/pokemon/213	{}
How tall is Scizor?	Scizor is 1.8 meters tall.	https://pokeapi.co/api/v2/pokemon/213	{}
Where can I find a Scizor?	Scizor is commonly found in the grassland.	https://pokeapi.co/api/v2/pokemon/213	{}
How much does Scizor weigh?	The average Scizor is about 118 kilograms.	https://pokeapi.co/api/v2/pokemon/213	{}
What color is a Scizor?	Usually, Scizor is red.	https://pokeapi.co/api/v2/pokemon/213	{}
Tell me about Scizor.	Its body is like steel. Its tough, heavy pincers
are more suited to smashing enemies than
grabbing them.	https://pokeapi.co/api/v2/pokemon/213	{}
What type of Pokémon is Shuckle?	Shuckle is a rock/bug Pokémon.	https://pokeapi.co/api/v2/pokemon/214	{}
How tall is Shuckle?	Shuckle is 0.6 meters tall.	https://pokeapi.co/api/v2/pokemon/214	{}
Where can I find a Shuckle?	Shuckle is commonly found in the mountain.	https://pokeapi.co/api/v2/pokemon/214	{}
How much does Shuckle weigh?	The average Shuckle is about 20.5 kilograms.	https://pokeapi.co/api/v2/pokemon/214	{}
What color is a Shuckle?	Usually, Shuckle is yellow.	https://pokeapi.co/api/v2/pokemon/214	{}
Tell me about Shuckle.	Shuckle quietly hides itself under rocks, keeping its body
concealed inside its hard shell while eating berries it has
stored away. The berries mix with its body fluids to become
a juice.	https://pokeapi.co/api/v2/pokemon/214	{}
What type of Pokémon is Heracross?	Heracross is a fighting/bug Pokémon.	https://pokeapi.co/api/v2/pokemon/215	{}
How tall is Heracross?	Heracross is 1.5 meters tall.	https://pokeapi.co/api/v2/pokemon/215	{}
Where can I find a Heracross?	Heracross is commonly found in the forest.	https://pokeapi.co/api/v2/pokemon/215	{}
How much does Heracross weigh?	The average Heracross is about 54 kilograms.	https://pokeapi.co/api/v2/pokemon/215	{}
What color is a Heracross?	Usually, Heracross is blue.	https://pokeapi.co/api/v2/pokemon/215	{}
Tell me about Heracross.	It’s proud of its thick horn. In Alola, its biggest
rival is Vikavolt, which it’s always fighting with.	https://pokeapi.co/api/v2/pokemon/215	{}
What type of Pokémon is Sneasel?	Sneasel is a ice/dark Pokémon.	https://pokeapi.co/api/v2/pokemon/216	{}
How tall is Sneasel?	Sneasel is 0.9 meters tall.	https://pokeapi.co/api/v2/pokemon/216	{}
Where can I find a Sneasel?	Sneasel is commonly found in the forest.	https://pokeapi.co/api/v2/pokemon/216	{}
How much does Sneasel weigh?	The average Sneasel is about 28 kilograms.	https://pokeapi.co/api/v2/pokemon/216	{}
What color is a Sneasel?	Usually, Sneasel is black.	https://pokeapi.co/api/v2/pokemon/216	{}
Tell me about Sneasel.	They will cooperate to steal eggs from the nests
of bird Pokémon, but fights break out to
determine which one gets to eat the eggs.	https://pokeapi.co/api/v2/pokemon/216	{}
What type of Pokémon is Teddiursa?	Teddiursa is a normal Pokémon.	https://pokeapi.co/api/v2/pokemon/217	{}
How tall is Teddiursa?	Teddiursa is 0.6 meters tall.	https://pokeapi.co/api/v2/pokemon/217	{}
Where can I find a Teddiursa?	Teddiursa is commonly found in the mountain.	https://pokeapi.co/api/v2/pokemon/217	{}
How much does Teddiursa weigh?	The average Teddiursa is about 8.8 kilograms.	https://pokeapi.co/api/v2/pokemon/217	{}
What color is a Teddiursa?	Usually, Teddiursa is brown.	https://pokeapi.co/api/v2/pokemon/217	{}
Tell me about Teddiursa.	This Pokémon likes to lick its palms that are sweetened by
being soaked in honey. Teddiursa concocts its own honey
by blending fruits and pollen collected by Beedrill.	https://pokeapi.co/api/v2/pokemon/217	{}
What type of Pokémon is Ursaring?	Ursaring is a normal Pokémon.	https://pokeapi.co/api/v2/pokemon/218	{}
How tall is Ursaring?	Ursaring is 1.8 meters tall.	https://pokeapi.co/api/v2/pokemon/218	{}
Where can I find a Ursaring?	Ursaring is commonly found in the mountain.	https://pokeapi.co/api/v2/pokemon/218	{}
How much does Ursaring weigh?	The average Ursaring is about 125.8 kilograms.	https://pokeapi.co/api/v2/pokemon/218	{}
What color is a Ursaring?	Usually, Ursaring is brown.	https://pokeapi.co/api/v2/pokemon/218	{}
Tell me about Ursaring.	In the forests inhabited by Ursaring, it is said that there are
many streams and towering trees where they gather food. This
Pokémon walks through its forest gathering food every day.	https://pokeapi.co/api/v2/pokemon/218	{}
What type of Pokémon is Slugma?	Slugma is a fire Pokémon.	https://pokeapi.co/api/v2/pokemon/219	{}
How tall is Slugma?	Slugma is 0.7 meters tall.	https://pokeapi.co/api/v2/pokemon/219	{}
Where can I find a Slugma?	Slugma is commonly found in the mountain.	https://pokeapi.co/api/v2/pokemon/219	{}
How much does Slugma weigh?	The average Slugma is about 35 kilograms.	https://pokeapi.co/api/v2/pokemon/219	{}
What color is a Slugma?	Usually, Slugma is red.	https://pokeapi.co/api/v2/pokemon/219	{}
Tell me about Slugma.	Slugma does not have any blood in its body. Instead, intensely
hot magma circulates throughout this Pokémon’s body,
carrying essential nutrients and oxygen to its organs.	https://pokeapi.co/api/v2/pokemon/219	{}
What type of Pokémon is Magcargo?	Magcargo is a rock/fire Pokémon.	https://pokeapi.co/api/v2/pokemon/220	{}
How tall is Magcargo?	Magcargo is 0.8 meters tall.	https://pokeapi.co/api/v2/pokemon/220	{}
Where can I find a Magcargo?	Magcargo is commonly found in the mountain.	https://pokeapi.co/api/v2/pokemon/220	{}
How much does Magcargo weigh?	The average Magcargo is about 55 kilograms.	https://pokeapi.co/api/v2/pokemon/220	{}
What color is a Magcargo?	Usually, Magcargo is red.	https://pokeapi.co/api/v2/pokemon/220	{}
Tell me about Magcargo.	Magcargo’s body temperature is approximately
18,000 degrees Fahrenheit. Water is vaporized on contact.
If this Pokémon is caught in the rain, the raindrops instantly
turn into steam, cloaking the area in a thick fog.	https://pokeapi.co/api/v2/pokemon/220	{}
What type of Pokémon is Swinub?	Swinub is a ground/ice Pokémon.	https://pokeapi.co/api/v2/pokemon/221	{}
How tall is Swinub?	Swinub is 0.4 meters tall.	https://pokeapi.co/api/v2/pokemon/221	{}
Where can I find a Swinub?	Swinub is commonly found in the cave.	https://pokeapi.co/api/v2/pokemon/221	{}
How much does Swinub weigh?	The average Swinub is about 6.5 kilograms.	https://pokeapi.co/api/v2/pokemon/221	{}
What color is a Swinub?	Usually, Swinub is brown.	https://pokeapi.co/api/v2/pokemon/221	{}
Tell me about Swinub.	Swinub roots for food by rubbing its snout against the ground.
Its favorite food is a mushroom that grows under the cover of
dead grass. This Pokémon occasionally roots out hot springs.	https://pokeapi.co/api/v2/pokemon/221	{}
What type of Pokémon is Piloswine?	Piloswine is a ground/ice Pokémon.	https://pokeapi.co/api/v2/pokemon/222	{}
How tall is Piloswine?	Piloswine is 1.1 meters tall.	https://pokeapi.co/api/v2/pokemon/222	{}
Where can I find a Piloswine?	Piloswine is commonly found in the cave.	https://pokeapi.co/api/v2/pokemon/222	{}
How much does Piloswine weigh?	The average Piloswine is about 55.8 kilograms.	https://pokeapi.co/api/v2/pokemon/222	{}
What color is a Piloswine?	Usually, Piloswine is brown.	https://pokeapi.co/api/v2/pokemon/222	{}
Tell me about Piloswine.	Piloswine is covered by a thick coat of long hair that enables
it to endure the freezing cold. This Pokémon uses its tusks to
dig up food that has been buried under ice.	https://pokeapi.co/api/v2/pokemon/222	{}
What type of Pokémon is Corsola?	Corsola is a rock/water Pokémon.	https://pokeapi.co/api/v2/pokemon/223	{}
How tall is Corsola?	Corsola is 0.6 meters tall.	https://pokeapi.co/api/v2/pokemon/223	{}
Where can I find a Corsola?	Corsola is commonly found in the sea.	https://pokeapi.co/api/v2/pokemon/223	{}
How much does Corsola weigh?	The average Corsola is about 5 kilograms.	https://pokeapi.co/api/v2/pokemon/223	{}
What color is a Corsola?	Usually, Corsola is pink.	https://pokeapi.co/api/v2/pokemon/223	{}
Tell me about Corsola.	The pink of Corsola that live in Alola is deep
and vibrant, thanks to seas filled with nutrition.	https://pokeapi.co/api/v2/pokemon/223	{}
What type of Pokémon is Remoraid?	Remoraid is a water Pokémon.	https://pokeapi.co/api/v2/pokemon/224	{}
How tall is Remoraid?	Remoraid is 0.6 meters tall.	https://pokeapi.co/api/v2/pokemon/224	{}
Where can I find a Remoraid?	Remoraid is commonly found in the sea.	https://pokeapi.co/api/v2/pokemon/224	{}
How much does Remoraid weigh?	The average Remoraid is about 12 kilograms.	https://pokeapi.co/api/v2/pokemon/224	{}
What color is a Remoraid?	Usually, Remoraid is gray.	https://pokeapi.co/api/v2/pokemon/224	{}
Tell me about Remoraid.	This Pokémon clings to Mantine and shares in
its prosperity. When its Mantine is attacked,
Remoraid will fight alongside it!	https://pokeapi.co/api/v2/pokemon/224	{}
What type of Pokémon is Octillery?	Octillery is a water Pokémon.	https://pokeapi.co/api/v2/pokemon/225	{}
How tall is Octillery?	Octillery is 0.9 meters tall.	https://pokeapi.co/api/v2/pokemon/225	{}
Where can I find a Octillery?	Octillery is commonly found in the sea.	https://pokeapi.co/api/v2/pokemon/225	{}
How much does Octillery weigh?	The average Octillery is about 28.5 kilograms.	https://pokeapi.co/api/v2/pokemon/225	{}
What color is a Octillery?	Usually, Octillery is red.	https://pokeapi.co/api/v2/pokemon/225	{}
Tell me about Octillery.	The ink it spits when escaping is special.
It contains a substance that dulls the sense of
smell, so Pokémon with keen noses get lost.	https://pokeapi.co/api/v2/pokemon/225	{}
What type of Pokémon is Delibird?	Delibird is a flying/ice Pokémon.	https://pokeapi.co/api/v2/pokemon/226	{}
How tall is Delibird?	Delibird is 0.9 meters tall.	https://pokeapi.co/api/v2/pokemon/226	{}
Where can I find a Delibird?	Delibird is commonly found in the mountain.	https://pokeapi.co/api/v2/pokemon/226	{}
How much does Delibird weigh?	The average Delibird is about 16 kilograms.	https://pokeapi.co/api/v2/pokemon/226	{}
What color is a Delibird?	Usually, Delibird is red.	https://pokeapi.co/api/v2/pokemon/226	{}
Tell me about Delibird.	It shares its food with people who are stranded.
Because Delibird is omnivorous, sometimes
it gives those people bug Pokémon.	https://pokeapi.co/api/v2/pokemon/226	{}
What type of Pokémon is Mantine?	Mantine is a flying/water Pokémon.	https://pokeapi.co/api/v2/pokemon/227	{}
How tall is Mantine?	Mantine is 2.1 meters tall.	https://pokeapi.co/api/v2/pokemon/227	{}
Where can I find a Mantine?	Mantine is commonly found in the sea.	https://pokeapi.co/api/v2/pokemon/227	{}
How much does Mantine weigh?	The average Mantine is about 220 kilograms.	https://pokeapi.co/api/v2/pokemon/227	{}
What color is a Mantine?	Usually, Mantine is purple.	https://pokeapi.co/api/v2/pokemon/227	{}
Tell me about Mantine.	Postcards and posters featuring Mantine
leaping elegantly above the waves are popular
souvenirs of Alola.	https://pokeapi.co/api/v2/pokemon/227	{}
What type of Pokémon is Skarmory?	Skarmory is a flying/steel Pokémon.	https://pokeapi.co/api/v2/pokemon/228	{}
How tall is Skarmory?	Skarmory is 1.7 meters tall.	https://pokeapi.co/api/v2/pokemon/228	{}
Where can I find a Skarmory?	Skarmory is commonly found in the rough-terrain.	https://pokeapi.co/api/v2/pokemon/228	{}
How much does Skarmory weigh?	The average Skarmory is about 50.5 kilograms.	https://pokeapi.co/api/v2/pokemon/228	{}
What color is a Skarmory?	Usually, Skarmory is gray.	https://pokeapi.co/api/v2/pokemon/228	{}
Tell me about Skarmory.	The wing feathers it sheds can be processed
and made into knives whose sharpness is
recognized by the finest chefs.	https://pokeapi.co/api/v2/pokemon/228	{}
What type of Pokémon is Houndour?	Houndour is a fire/dark Pokémon.	https://pokeapi.co/api/v2/pokemon/229	{}
How tall is Houndour?	Houndour is 0.6 meters tall.	https://pokeapi.co/api/v2/pokemon/229	{}
Where can I find a Houndour?	Houndour is commonly found in the rough-terrain.	https://pokeapi.co/api/v2/pokemon/229	{}
How much does Houndour weigh?	The average Houndour is about 10.8 kilograms.	https://pokeapi.co/api/v2/pokemon/229	{}
What color is a Houndour?	Usually, Houndour is black.	https://pokeapi.co/api/v2/pokemon/229	{}
Tell me about Houndour.	It cooperates with others skillfully. When it
becomes your partner, it’s very loyal to you as
its Trainer and will obey your orders.	https://pokeapi.co/api/v2/pokemon/229	{}
What type of Pokémon is Houndoom?	Houndoom is a fire/dark Pokémon.	https://pokeapi.co/api/v2/pokemon/230	{}
